 -0.320    0.080    0.000 
 -0.320    0.239    0.000 
 -0.320    0.398    0.000 
 -0.320    0.557    0.000 
 -0.320    0.716    0.000 
 -0.320    0.875    0.000 
 -0.320    1.034    0.000 
 -0.320    1.193    0.000 
 -0.320    1.352    0.000 
 -0.320    1.511    0.000 
 -0.320    1.670    0.000 
 -0.320    1.830    0.000 
 -0.320    1.989    0.000 
 -0.320    2.148    0.000 
 -0.320    2.307    0.000 
 -0.320    2.466    0.000 
 -0.320    2.625    0.000 
 -0.320    2.784    0.000 
 -0.320    2.943    0.000 
 -0.320    3.102    0.000 
 -0.320    3.261    0.000 
 -0.320    3.420    0.000 
 -0.320    3.580    0.000 
 -0.320    3.739    0.000 
 -0.320    3.898    0.000 
 -0.320    4.057    0.000 
 -0.320    4.216    0.000 
 -0.320    4.375    0.000 
 -0.320    4.534    0.000 
 -0.320    4.693    0.000 
 -0.320    4.852    0.000 
 -0.320    5.011    0.000 
 -0.320    5.170    0.000 
 -0.320    5.330    0.000 
 -0.320    5.489    0.000 
 -0.320    5.648    0.000 
 -0.320    5.807    0.000 
 -0.320    5.966    0.000 
 -0.320    6.125    0.000 
 -0.320    6.284    0.000 
 -0.320    6.443    0.000 
 -0.320    6.602    0.000 
 -0.320    6.761    0.000 
 -0.320    6.920    0.000 
 -0.320    7.080    0.000 
 -0.320    7.239    0.000 
 -0.320    7.398    0.000 
 -0.320    7.557    0.000 
 -0.320    7.716    0.000 
 -0.320    7.875    0.000 
 -0.320    8.034    0.000 
 -0.320    8.193    0.000 
 -0.320    8.352    0.000 
 -0.320    8.511    0.000 
 -0.320    8.670    0.000 
 -0.320    8.830    0.000 
 -0.320    8.989    0.000 
 -0.320    9.148    0.000 
 -0.320    9.307    0.000 
 -0.320    9.466    0.000 
 -0.320    9.625    0.000 
 -0.320    9.784    0.000 
 -0.320    9.943    0.000 
 -0.320   10.102    0.000 
 -0.320   10.261    0.000 
 -0.320   10.420    0.000 
 -0.160    0.080    0.000 
 -0.160    0.239    0.000 
 -0.160    0.398    0.000 
 -0.160    0.557    0.000 
 -0.160    0.716    0.000 
 -0.160    0.875    0.000 
 -0.160    1.034    0.000 
 -0.160    1.193    0.000 
 -0.160    1.352    0.000 
 -0.160    1.511    0.000 
 -0.160    1.670    0.000 
 -0.160    1.830    0.000 
 -0.160    1.989    0.000 
 -0.160    2.148    0.000 
 -0.160    2.307    0.000 
 -0.160    2.466    0.000 
 -0.160    2.625    0.000 
 -0.160    2.784    0.000 
 -0.160    2.943    0.000 
 -0.160    3.102    0.000 
 -0.160    3.261    0.000 
 -0.160    3.420    0.000 
 -0.160    3.580    0.000 
 -0.160    3.739    0.000 
 -0.160    3.898    0.000 
 -0.160    4.057    0.000 
 -0.160    4.216    0.000 
 -0.160    4.375    0.000 
 -0.160    4.534    0.000 
 -0.160    4.693    0.000 
 -0.160    4.852    0.000 
 -0.160    5.011    0.000 
 -0.160    5.170    0.000 
 -0.160    5.330    0.000 
 -0.160    5.489    0.000 
 -0.160    5.648    0.000 
 -0.160    5.807    0.000 
 -0.160    5.966    0.000 
 -0.160    6.125    0.000 
 -0.160    6.284    0.000 
 -0.160    6.443    0.000 
 -0.160    6.602    0.000 
 -0.160    6.761    0.000 
 -0.160    6.920    0.000 
 -0.160    7.080    0.000 
 -0.160    7.239    0.000 
 -0.160    7.398    0.000 
 -0.160    7.557    0.000 
 -0.160    7.716    0.000 
 -0.160    7.875    0.000 
 -0.160    8.034    0.000 
 -0.160    8.193    0.000 
 -0.160    8.352    0.000 
 -0.160    8.511    0.000 
 -0.160    8.670    0.000 
 -0.160    8.830    0.000 
 -0.160    8.989    0.000 
 -0.160    9.148    0.000 
 -0.160    9.307    0.000 
 -0.160    9.466    0.000 
 -0.160    9.625    0.000 
 -0.160    9.784    0.000 
 -0.160    9.943    0.000 
 -0.160   10.102    0.000 
 -0.160   10.261    0.000 
 -0.160   10.420    0.000 
  0.000    0.080    0.000 
  0.000    0.239    0.000 
  0.000    0.398    0.000 
  0.000    0.557    0.000 
  0.000    0.716    0.000 
  0.000    0.875    0.000 
  0.000    1.034    0.000 
  0.000    1.193    0.000 
  0.000    1.352    0.000 
  0.000    1.511    0.000 
  0.000    1.670    0.000 
  0.000    1.830    0.000 
  0.000    1.989    0.000 
  0.000    2.148    0.000 
  0.000    2.307    0.000 
  0.000    2.466    0.000 
  0.000    2.625    0.000 
  0.000    2.784    0.000 
  0.000    2.943    0.000 
  0.000    3.102    0.000 
  0.000    3.261    0.000 
  0.000    3.420    0.000 
  0.000    3.580    0.000 
  0.000    3.739    0.000 
  0.000    3.898    0.000 
  0.000    4.057    0.000 
  0.000    4.216    0.000 
  0.000    4.375    0.000 
  0.000    4.534    0.000 
  0.000    4.693    0.000 
  0.000    4.852    0.000 
  0.000    5.011    0.000 
  0.000    5.170    0.000 
  0.000    5.330    0.000 
  0.000    5.489    0.000 
  0.000    5.648    0.000 
  0.000    5.807    0.000 
  0.000    5.966    0.000 
  0.000    6.125    0.000 
  0.000    6.284    0.000 
  0.000    6.443    0.000 
  0.000    6.602    0.000 
  0.000    6.761    0.000 
  0.000    6.920    0.000 
  0.000    7.080    0.000 
  0.000    7.239    0.000 
  0.000    7.398    0.000 
  0.000    7.557    0.000 
  0.000    7.716    0.000 
  0.000    7.875    0.000 
  0.000    8.034    0.000 
  0.000    8.193    0.000 
  0.000    8.352    0.000 
  0.000    8.511    0.000 
  0.000    8.670    0.000 
  0.000    8.830    0.000 
  0.000    8.989    0.000 
  0.000    9.148    0.000 
  0.000    9.307    0.000 
  0.000    9.466    0.000 
  0.000    9.625    0.000 
  0.000    9.784    0.000 
  0.000    9.943    0.000 
  0.000   10.102    0.000 
  0.000   10.261    0.000 
  0.000   10.420    0.000 
  0.160    0.080    0.000 
  0.160    0.239    0.000 
  0.160    0.398    0.000 
  0.160    0.557    0.000 
  0.160    0.716    0.000 
  0.160    0.875    0.000 
  0.160    1.034    0.000 
  0.160    1.193    0.000 
  0.160    1.352    0.000 
  0.160    1.511    0.000 
  0.160    1.670    0.000 
  0.160    1.830    0.000 
  0.160    1.989    0.000 
  0.160    2.148    0.000 
  0.160    2.307    0.000 
  0.160    2.466    0.000 
  0.160    2.625    0.000 
  0.160    2.784    0.000 
  0.160    2.943    0.000 
  0.160    3.102    0.000 
  0.160    3.261    0.000 
  0.160    3.420    0.000 
  0.160    3.580    0.000 
  0.160    3.739    0.000 
  0.160    3.898    0.000 
  0.160    4.057    0.000 
  0.160    4.216    0.000 
  0.160    4.375    0.000 
  0.160    4.534    0.000 
  0.160    4.693    0.000 
  0.160    4.852    0.000 
  0.160    5.011    0.000 
  0.160    5.170    0.000 
  0.160    5.330    0.000 
  0.160    5.489    0.000 
  0.160    5.648    0.000 
  0.160    5.807    0.000 
  0.160    5.966    0.000 
  0.160    6.125    0.000 
  0.160    6.284    0.000 
  0.160    6.443    0.000 
  0.160    6.602    0.000 
  0.160    6.761    0.000 
  0.160    6.920    0.000 
  0.160    7.080    0.000 
  0.160    7.239    0.000 
  0.160    7.398    0.000 
  0.160    7.557    0.000 
  0.160    7.716    0.000 
  0.160    7.875    0.000 
  0.160    8.034    0.000 
  0.160    8.193    0.000 
  0.160    8.352    0.000 
  0.160    8.511    0.000 
  0.160    8.670    0.000 
  0.160    8.830    0.000 
  0.160    8.989    0.000 
  0.160    9.148    0.000 
  0.160    9.307    0.000 
  0.160    9.466    0.000 
  0.160    9.625    0.000 
  0.160    9.784    0.000 
  0.160    9.943    0.000 
  0.160   10.102    0.000 
  0.160   10.261    0.000 
  0.160   10.420    0.000 
  0.320    0.080    0.000 
  0.320    0.239    0.000 
  0.320    0.398    0.000 
  0.320    0.557    0.000 
  0.320    0.716    0.000 
  0.320    0.875    0.000 
  0.320    1.034    0.000 
  0.320    1.193    0.000 
  0.320    1.352    0.000 
  0.320    1.511    0.000 
  0.320    1.670    0.000 
  0.320    1.830    0.000 
  0.320    1.989    0.000 
  0.320    2.148    0.000 
  0.320    2.307    0.000 
  0.320    2.466    0.000 
  0.320    2.625    0.000 
  0.320    2.784    0.000 
  0.320    2.943    0.000 
  0.320    3.102    0.000 
  0.320    3.261    0.000 
  0.320    3.420    0.000 
  0.320    3.580    0.000 
  0.320    3.739    0.000 
  0.320    3.898    0.000 
  0.320    4.057    0.000 
  0.320    4.216    0.000 
  0.320    4.375    0.000 
  0.320    4.534    0.000 
  0.320    4.693    0.000 
  0.320    4.852    0.000 
  0.320    5.011    0.000 
  0.320    5.170    0.000 
  0.320    5.330    0.000 
  0.320    5.489    0.000 
  0.320    5.648    0.000 
  0.320    5.807    0.000 
  0.320    5.966    0.000 
  0.320    6.125    0.000 
  0.320    6.284    0.000 
  0.320    6.443    0.000 
  0.320    6.602    0.000 
  0.320    6.761    0.000 
  0.320    6.920    0.000 
  0.320    7.080    0.000 
  0.320    7.239    0.000 
  0.320    7.398    0.000 
  0.320    7.557    0.000 
  0.320    7.716    0.000 
  0.320    7.875    0.000 
  0.320    8.034    0.000 
  0.320    8.193    0.000 
  0.320    8.352    0.000 
  0.320    8.511    0.000 
  0.320    8.670    0.000 
  0.320    8.830    0.000 
  0.320    8.989    0.000 
  0.320    9.148    0.000 
  0.320    9.307    0.000 
  0.320    9.466    0.000 
  0.320    9.625    0.000 
  0.320    9.784    0.000 
  0.320    9.943    0.000 
  0.320   10.102    0.000 
  0.320   10.261    0.000 
  0.320   10.420    0.000 
