1	68	69	2	0	0	0	0
2	69	70	3	0	0	0	0
3	70	71	4	0	0	0	0
4	71	72	5	0	0	0	0
5	72	73	6	0	0	0	0
6	73	74	7	0	0	0	0
7	74	75	8	0	0	0	0
8	75	76	9	0	0	0	0
9	76	77	10	0	0	0	0
10	77	78	11	0	0	0	0
11	78	79	12	0	0	0	0
12	79	80	13	0	0	0	0
13	80	81	14	0	0	0	0
14	81	82	15	0	0	0	0
15	82	83	16	0	0	0	0
16	83	84	17	0	0	0	0
17	84	85	18	0	0	0	0
18	85	86	19	0	0	0	0
19	86	87	20	0	0	0	0
20	87	88	21	0	0	0	0
21	88	89	22	0	0	0	0
22	89	90	23	0	0	0	0
23	90	91	24	0	0	0	0
24	91	92	25	0	0	0	0
25	92	93	26	0	0	0	0
26	93	94	27	0	0	0	0
27	94	95	28	0	0	0	0
28	95	96	29	0	0	0	0
29	96	97	30	0	0	0	0
30	97	98	31	0	0	0	0
31	98	99	32	0	0	0	0
32	99	100	33	0	0	0	0
33	100	101	34	0	0	0	0
34	101	102	35	0	0	0	0
35	102	103	36	0	0	0	0
36	103	104	37	0	0	0	0
37	104	105	38	0	0	0	0
38	105	106	39	0	0	0	0
39	106	107	40	0	0	0	0
40	107	108	41	0	0	0	0
41	108	109	42	0	0	0	0
42	109	110	43	0	0	0	0
43	110	111	44	0	0	0	0
44	111	112	45	0	0	0	0
45	112	113	46	0	0	0	0
46	113	114	47	0	0	0	0
47	114	115	48	0	0	0	0
48	115	116	49	0	0	0	0
49	116	117	50	0	0	0	0
50	117	118	51	0	0	0	0
51	118	119	52	0	0	0	0
52	119	120	53	0	0	0	0
53	120	121	54	0	0	0	0
54	121	122	55	0	0	0	0
55	122	123	56	0	0	0	0
56	123	124	57	0	0	0	0
57	124	125	58	0	0	0	0
58	125	126	59	0	0	0	0
59	126	127	60	0	0	0	0
60	127	128	61	0	0	0	0
61	128	129	62	0	0	0	0
62	129	130	63	0	0	0	0
63	130	131	64	0	0	0	0
64	131	132	65	0	0	0	0
65	132	133	66	0	0	0	0
66	133	134	67	0	0	0	0
68	135	136	69	0	0	0	0
69	136	137	70	0	0	0	0
70	137	138	71	0	0	0	0
71	138	139	72	0	0	0	0
72	139	140	73	0	0	0	0
73	140	141	74	0	0	0	0
74	141	142	75	0	0	0	0
75	142	143	76	0	0	0	0
76	143	144	77	0	0	0	0
77	144	145	78	0	0	0	0
78	145	146	79	0	0	0	0
79	146	147	80	0	0	0	0
80	147	148	81	0	0	0	0
81	148	149	82	0	0	0	0
82	149	150	83	0	0	0	0
83	150	151	84	0	0	0	0
84	151	152	85	0	0	0	0
85	152	153	86	0	0	0	0
86	153	154	87	0	0	0	0
87	154	155	88	0	0	0	0
88	155	156	89	0	0	0	0
89	156	157	90	0	0	0	0
90	157	158	91	0	0	0	0
91	158	159	92	0	0	0	0
92	159	160	93	0	0	0	0
93	160	161	94	0	0	0	0
94	161	162	95	0	0	0	0
95	162	163	96	0	0	0	0
96	163	164	97	0	0	0	0
97	164	165	98	0	0	0	0
98	165	166	99	0	0	0	0
99	166	167	100	0	0	0	0
100	167	168	101	0	0	0	0
101	168	169	102	0	0	0	0
102	169	170	103	0	0	0	0
103	170	171	104	0	0	0	0
104	171	172	105	0	0	0	0
105	172	173	106	0	0	0	0
106	173	174	107	0	0	0	0
107	174	175	108	0	0	0	0
108	175	176	109	0	0	0	0
109	176	177	110	0	0	0	0
110	177	178	111	0	0	0	0
111	178	179	112	0	0	0	0
112	179	180	113	0	0	0	0
113	180	181	114	0	0	0	0
114	181	182	115	0	0	0	0
115	182	183	116	0	0	0	0
116	183	184	117	0	0	0	0
117	184	185	118	0	0	0	0
118	185	186	119	0	0	0	0
119	186	187	120	0	0	0	0
120	187	188	121	0	0	0	0
121	188	189	122	0	0	0	0
122	189	190	123	0	0	0	0
123	190	191	124	0	0	0	0
124	191	192	125	0	0	0	0
