-0.4	0	0
-0.4	0.15909	0.0017259
-0.4	0.31818	0.0042801
-0.4	0.47727	0.0076373
-0.4	0.63636	0.011772
-0.4	0.79546	0.016658
-0.4	0.95454	0.022271
-0.4	1.1136	0.028584
-0.4	1.2727	0.035548
-0.4	1.4318	0.043012
-0.4	1.5909	0.051105
-0.4	1.75	0.059804
-0.4	1.9091	0.069087
-0.4	2.0682	0.078932
-0.4	2.2273	0.089317
-0.4	2.3864	0.10022
-0.4	2.5455	0.11157
-0.4	2.7045	0.12327
-0.4	2.8636	0.13542
-0.4	3.0227	0.14802
-0.4	3.1818	0.16103
-0.4	3.3409	0.17444
-0.4	3.5	0.18823
-0.4	3.6591	0.20239
-0.4	3.8182	0.21681
-0.4	3.9773	0.23147
-0.4	4.1364	0.24643
-0.4	4.2955	0.26169
-0.4	4.4545	0.27724
-0.4	4.6136	0.29305
-0.4	4.7727	0.30911
-0.4	4.9318	0.32541
-0.4	5.0909	0.34183
-0.4	5.25	0.35838
-0.4	5.4091	0.37513
-0.4	5.5682	0.39206
-0.4	5.7273	0.40916
-0.4	5.8864	0.42642
-0.4	6.0455	0.44384
-0.4	6.2045	0.46139
-0.4	6.3636	0.47894
-0.4	6.5227	0.49656
-0.4	6.6818	0.51428
-0.4	6.8409	0.5321
-0.4	7	0.55002
-0.4	7.1591	0.56801
-0.4	7.3182	0.58608
-0.4	7.4773	0.60422
-0.4	7.6364	0.62227
-0.4	7.7955	0.64034
-0.4	7.9545	0.65846
-0.4	8.1136	0.67662
-0.4	8.2727	0.69482
-0.4	8.4318	0.71305
-0.4	8.5909	0.7313
-0.4	8.75	0.74957
-0.4	8.9091	0.7677
-0.4	9.0682	0.78585
-0.4	9.2273	0.80401
-0.4	9.3864	0.82217
-0.4	9.5455	0.84034
-0.4	9.7045	0.85852
-0.4	9.8636	0.8767
-0.4	10.023	0.89487
-0.4	10.182	0.91294
-0.4	10.341	0.93101
-0.4	10.5	0.94908
-0.24	0	0
-0.24	0.15909	0.0012046
-0.24	0.31818	0.0032376
-0.24	0.47727	0.0060734
-0.24	0.63636	0.0096866
-0.24	0.79546	0.014052
-0.24	0.95454	0.019143
-0.24	1.1136	0.024935
-0.24	1.2727	0.031388
-0.24	1.4318	0.038401
-0.24	1.5909	0.046042
-0.24	1.75	0.05429
-0.24	1.9091	0.063122
-0.24	2.0682	0.072515
-0.24	2.2273	0.082449
-0.24	2.3864	0.092901
-0.24	2.5455	0.10382
-0.24	2.7045	0.11514
-0.24	2.8636	0.12691
-0.24	3.0227	0.13912
-0.24	3.1818	0.15175
-0.24	3.3409	0.16478
-0.24	3.5	0.17819
-0.24	3.6591	0.19197
-0.24	3.8182	0.20604
-0.24	3.9773	0.22038
-0.24	4.1364	0.23504
-0.24	4.2955	0.24999
-0.24	4.4545	0.26522
-0.24	4.6136	0.28072
-0.24	4.7727	0.29647
-0.24	4.9318	0.31245
-0.24	5.0909	0.3286
-0.24	5.25	0.34491
-0.24	5.4091	0.36142
-0.24	5.5682	0.37811
-0.24	5.7273	0.39497
-0.24	5.8864	0.41199
-0.24	6.0455	0.42916
-0.24	6.2045	0.44647
-0.24	6.3636	0.46383
-0.24	6.5227	0.48127
-0.24	6.6818	0.49882
-0.24	6.8409	0.51647
-0.24	7	0.53421
-0.24	7.1591	0.55204
-0.24	7.3182	0.56993
-0.24	7.4773	0.58789
-0.24	7.6364	0.60582
-0.24	7.7955	0.62379
-0.24	7.9545	0.64181
-0.24	8.1136	0.65986
-0.24	8.2727	0.67795
-0.24	8.4318	0.69607
-0.24	8.5909	0.71422
-0.24	8.75	0.73238
-0.24	8.9091	0.75047
-0.24	9.0682	0.76857
-0.24	9.2273	0.78668
-0.24	9.3864	0.80481
-0.24	9.5455	0.82293
-0.24	9.7045	0.84107
-0.24	9.8636	0.8592
-0.24	10.023	0.87733
-0.24	10.182	0.8954
-0.24	10.341	0.91348
-0.24	10.5	0.93155
-0.08	0	0
-0.08	0.15909	0.00068332
-0.08	0.31818	0.002195
-0.08	0.47727	0.0045096
-0.08	0.63636	0.0076015
-0.08	0.79546	0.011445
-0.08	0.95454	0.016015
-0.08	1.1136	0.021286
-0.08	1.2727	0.027227
-0.08	1.4318	0.033789
-0.08	1.5909	0.040979
-0.08	1.75	0.048776
-0.08	1.9091	0.057156
-0.08	2.0682	0.066099
-0.08	2.2273	0.075581
-0.08	2.3864	0.085582
-0.08	2.5455	0.096068
-0.08	2.7045	0.107
-0.08	2.8636	0.1184
-0.08	3.0227	0.13023
-0.08	3.1818	0.14248
-0.08	3.3409	0.15512
-0.08	3.5	0.16815
-0.08	3.6591	0.18155
-0.08	3.8182	0.19527
-0.08	3.9773	0.2093
-0.08	4.1364	0.22364
-0.08	4.2955	0.23828
-0.08	4.4545	0.2532
-0.08	4.6136	0.26839
-0.08	4.7727	0.28383
-0.08	4.9318	0.2995
-0.08	5.0909	0.31538
-0.08	5.25	0.33145
-0.08	5.4091	0.34771
-0.08	5.5682	0.36416
-0.08	5.7273	0.38078
-0.08	5.8864	0.39756
-0.08	6.0455	0.41448
